FinalPortfolio
16764.860682100683
6897.520304995627
11711.527250862691
7537.096115724603
8006.177933617911
7727.3851261416185
7639.986386445807
6376.639566241938
5532.423279708005
4287.869572800463
4885.88299216483
9023.168706142682
13190.363280954525
8682.499369330319
5366.453200423706
12610.754143404607
8437.980629670677
7101.369412585078
13897.385493243768
5998.435931172814
6120.154078044805
7123.218273667222
13188.248032173125
25246.579161000416
4734.772219972677
10030.42451619352
6654.584960463904
3855.259205589926
10162.904125723633
11606.288613638713
7079.854838667163
8150.797165911574
5853.886637324791
5580.377849459846
8901.56709103484
4667.226654518621
11814.782886293717
6975.39286084985
4531.325107510338
5858.54011495092
14994.215495581211
12969.277459314748
3626.6460363969445
12172.564961804585
9305.421298718808
7013.167930105582
13964.39404189046
6956.954271178158
18372.81877472703
20865.480153542703
