Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50
13125.831552093978,14748.331601086518,13321.515275756155,12040.086106759212,11623.446114592029,14276.158303623139,13511.818186997361,12194.085283868537,13383.993373429632,12420.70758406106,10967.505985294907,9922.122525208551,11556.893183629645,10366.682023479223,9844.916514555092,12043.48277468948,11100.556263582428,10410.90827934735,15008.823866929548,12619.721829832779,12062.167653026077,12464.377575583596,11028.541267945551,11308.37565014762,13655.51600988313,12681.81813029913,11413.712564676407,10486.037625991014,12103.530792729052,9157.546394344865,12101.0014292452,10753.415537725226,10632.998801776235,11034.014151569601,11295.12874408915,10550.733851599221,11585.552749961256,10655.44788116407,11304.199301396031,9840.206331277755,11452.949333391956,11508.161556601386,10825.365240595966,10905.121065595384,13284.26103873016,11659.731592916172,12800.649801180023,12406.04117410809,10988.492349975691,15809.398522198102
13126.668104175242,14415.382238061593,13375.69344938043,12265.350004019567,11560.480163152479,14289.407128166513,13764.61744415281,12194.085283868537,13477.934426408661,12345.769219358132,11150.831506298413,9901.461997420702,11556.893183629645,10408.348423582793,9884.485802930354,11991.007199719514,11188.417454864697,10470.581694684868,15014.919145159443,12500.86929507343,11932.38014904641,12122.708110250085,10962.002317399838,11197.998230654175,13655.51600988313,12782.195050346701,11319.916402698163,10364.200790127517,12018.715494959377,9166.044949967893,12078.16647963611,10654.466271640082,10635.120160254006,10843.176871598193,11059.5001944644,10610.916596094374,11598.832461200887,10655.44788116407,11276.515106246941,9840.206331277755,11498.981725261428,11603.073850288745,10697.331842419357,10893.473568094214,13204.112561536576,11773.53187735283,12723.419115509083,12276.956692623578,10795.833137896998,15714.0150294162
13389.06764578486,14477.043597326787,13693.336745021894,12476.687926082714,11560.48016315248,14628.74911369652,14003.54109277499,12194.085283868537,13703.325488868999,12558.492803457668,11353.649064607514,9901.461997420702,11756.024051491842,10423.583414501412,10093.2694076093,11991.007199719514,11137.557883834084,10378.015352082039,15143.665508585482,12619.681187139478,11991.95791161857,12317.951750186314,11114.098669978908,11261.549778138788,13807.960704278667,13085.744064585826,11514.9640458303,10488.812084301979,12304.133549256432,9082.12377780111,12266.404818718423,10834.55854119865,10669.886117378259,11036.02080527019,11059.5001944644,10800.869404810885,11526.677659082108,10790.788589728694,11525.057795984838,10073.889585210572,11393.70098199912,11603.073850288743,10743.089354153788,11152.169601929596,13517.6811885345,11674.050646385478,13025.57233059081,12487.2733699528,10981.85057250391,15986.775955796093
13441.046486574849,14409.148911063077,13595.826948810718,12531.6992173044,11522.101633417395,15151.355852648245,13918.942151438603,12777.494863376716,13778.627147014995,12520.249466126437,11279.346963459899,9844.52592464916,11888.778533489562,10769.633204340373,10021.39557135107,12248.728874570317,11077.26111392011,10310.998005172505,15269.563016627235,12600.023170777855,12092.05684358094,12367.171708587364,11053.831938342064,11181.356656160133,13709.634674660238,13496.234644404503,11704.992776341125,10430.696735286238,12448.864053814214,9094.960475597645,12853.27442892467,10757.40600963804,10777.821208725896,11119.055597413795,11142.715731794126,10777.261607562592,11454.405641623584,11250.811189501293,11468.42809444149,10187.648623787662,11393.70098199912,11909.24422136988,11144.59071110527,11072.755372553256,13639.839632017647,11805.879446631883,13648.763287463677,12485.460438841208,11105.862728122467,16060.630055367663
14384.668326942863,14479.455445696873,13528.694077228341,12646.84517087777,11862.243985856287,15124.696009019832,13922.368815771775,12688.34415966628,13990.08974069581,12475.726633175018,11334.382261021727,9932.407041704259,11888.778533489562,10729.340819129124,10021.39557135107,12188.247644139845,11176.146737062703,10310.998005172505,15252.487511196257,12586.306634615212,12142.233851561807,12370.216347018573,11008.898089018934,11498.169792281258,13641.939848334447,13555.355653289811,11762.104926760107,10430.696735286238,12841.401765076793,9127.051411668062,12789.808100256407,10760.054344481998,10718.718627231972,11064.152417610983,11212.852844339015,11153.569780919745,11848.388320952767,11979.102066819558,12040.442218603564,10187.648623787662,11396.505964472146,11876.124974324226,11147.33436583722,11460.395905820462,13802.403898974211,12292.849507730616,13681.736045137248,13073.951330256892,11584.658218892253,16035.770530833499
14721.215924850296,15016.418444790645,13683.538861034487,12982.766505356029,12324.609629584918,16089.55524081703,14157.681693092085,12688.344159666278,14304.917895817161,12307.064435070848,11126.845172749017,10514.08746889211,12756.180403401788,10655.498620878938,10043.25988069045,12443.801623598485,11433.667412229155,10485.272271337073,15252.487511196257,13504.599954606045,12489.72936895904,12884.234967530723,11266.465251726986,12337.072960533447,13648.317514672784,14015.227004924809,11546.736064810515,10359.879439183394,13457.822459468432,9340.590379599716,12906.004944442559,10760.054344481998,10589.895736636736,11871.389802763342,11212.852844339015,11967.331031237745,12105.813879134079,11759.75990014331,12059.185684379316,10359.838065291038,11401.833880682914,12153.982012228327,11655.343429873521,11689.59261971676,13802.403898974211,12479.161148609219,13622.435315949626,13751.84010093564,11855.696021609208,15742.149136430435
14721.215924850298,15981.83745758435,13854.051649279043,13021.70410974998,12368.65300318543,16322.576497227295,15131.104550803326,12736.017031237794,14925.139644488003,12289.548236973014,11287.992662734256,10585.05388037353,12918.835094141949,11388.126048357768,10115.451277511158,13299.385270682835,11572.908286464084,10601.140590832732,15252.487511196256,13504.599954606045,13034.178679207893,13047.634219951708,11955.209323718847,13185.31839205026,14224.993463954892,14109.824883207613,11581.366760875757,10785.352866369507,13611.124888421362,9327.296256350182,13018.225085222986,10793.541461582936,10999.933811553998,12034.129049625524,11676.066905517278,11950.298363362199,12185.457896037426,11930.073745740656,12042.022283110024,10726.743935782008,11401.833880682914,12896.98195719641,12373.575202412945,11731.36668887284,13802.403898974211,12479.161148609219,14245.278493953228,14419.530161067192,11952.32563445082,15760.508262167383
14513.984409204451,15981.83745758435,13744.76220456631,12769.821593081218,12368.65300318543,16049.911210978451,14975.872396282204,12493.19707622907,14697.212617060868,12125.113411338174,11172.187539891336,10458.791511624668,12686.235189416653,11235.752300766659,9995.425749696518,13038.30364069545,11513.104250434626,10509.238161712805,15120.115678755608,13323.907670725082,12796.51118570833,12909.439305179652,11805.668152115379,12926.476020945509,13957.360303610643,13941.999078227213,11392.676222576045,10573.624470730942,13427.500218022058,9202.496523765773,12844.040523619362,10651.07835830217,10871.162031370564,11873.111746646962,11615.729788120727,11818.023282850927,12003.348181464047,11701.291387793,11880.899368236973,10583.219516926369,11401.833880682914,12724.41963525791,12136.159815054052,11537.210617501505,13583.86398732898,12277.293345904094,14171.664746465187,14144.61299847472,11815.428789674757,15549.999370943808
14394.980909369679,15992.939513452964,13764.687768553114,12480.776361074733,12088.790701218,15623.290587798136,14682.060865872072,12397.300853086843,14534.860485348578,11876.48648576603,10919.304794744961,10224.193923343693,12708.662027359052,10703.263584701104,9701.30322441801,13038.303640695449,11533.457217203984,10360.307512158308,14810.075867335052,13050.699323025687,12534.117167094275,12566.902523359404,11805.668152115379,12366.249558837644,13671.162932611669,13589.815802528803,11004.640254913791,10334.290215666033,13151.14669837178,9218.76477791072,12580.67191014929,10669.907428131548,10527.496006399819,11629.652145866408,11525.91612585272,11575.693277722263,12024.56780575861,11175.988652216107,11803.645125078621,10366.209313237221,10883.349736032831,12724.41963525791,11560.998670086165,11342.855564330206,13475.086681254606,12130.049102532555,14196.717539819369,14144.61299847472,11557.59888651973,15577.488796347769
13334.742632068066,14814.3917711229,13152.368532106717,11919.027985088238,11187.028528131212,14844.645597139219,13586.853955683171,11865.79415720045,13638.560329412006,11341.936646654087,10919.304794744961,10224.193923343693,11760.660612654918,10109.070045957986,9083.363636726397,12326.61842608627,10673.120091643403,9868.190028515543,14143.487842197499,13050.699323025687,11687.948342504673,12001.277687255872,10982.472729212284,11774.380023912709,13671.162932611669,12974.128189220097,10517.505624614972,9869.1532259729,13151.14669837178,9218.76477791072,12580.67191014929,9915.570440342151,9795.129051056858,11106.212095566063,10789.084500359619,11054.681866929037,11397.174198810066,10413.244888841195,11050.84228737247,9873.811492404417,10118.395100174068,12123.281907120308,11560.998670086165,10526.438533389712,12469.913893624438,11586.008534610224,14196.717539819369,13491.130060355765,11019.622353795672,15577.488796347767
13072.328058710316,14377.586366138878,13152.368532106717,11919.027985088238,10966.878848504793,14341.82712069802,13034.76926950155,11515.40482937804,13370.1669236443,10881.071345924136,10527.208000888564,9917.791767694394,11282.780991308855,9770.936112449814,8860.02400425776,11981.56320039171,10673.120091643403,9533.934269905407,13567.818854174846,12645.11445155152,11457.941055348647,11765.104387857087,10716.592450138995,11485.912083171197,13121.594299966182,12742.90618742058,10243.514103725574,9674.93803152529,12648.084172316223,8952.76923053423,12063.690804794653,9628.19313454334,9432.918094054201,10887.65280356519,10436.203362837974,10837.136638966438,11149.263232783807,10413.244888841195,11050.84228737247,9873.811492404417,9775.664384576514,11712.817244663373,11560.998670086165,10174.136631988102,12190.157629481258,11319.756397121282,13704.448844306797,13100.80654857078,11019.622353795672,15296.127800461549
13100.893604890867,14409.00415227936,13076.7417074125,12108.107889631277,11140.854143168472,13963.339554051832,13287.16576096122,11554.14258671868,13200.363435565088,10881.071345924136,10249.390027885367,9917.791767694394,11359.108161235443,9925.939328295059,8893.934174733202,11960.33512659009,10696.442907862453,9685.177759217506,13740.231935868695,12672.746453992237,11457.941055348649,11912.617563992937,10433.776532400152,11668.121166243474,13222.057163654676,12535.740970238157,10212.536517148952,9419.611864072054,12675.72266416688,9139.994644001765,12182.507354809451,9735.12570974812,9536.395820720207,10911.44441494162,10459.488598602555,10837.136638966438,11184.645715170056,10271.708660533783,11195.484370519887,9964.1557801282,9930.742608320346,11897.80417598863,11579.492048515232,10259.450892291705,12251.31318259579,11353.64246724341,13859.332335925903,12755.070098818504,10728.809334300491,15342.189004437156
